"playerNr"	"period"	"nAnimals"	"animalName"	"treatment"	"firstEstimate"	"secondEstimate"	"p1"	"p2"	"p3"	"meanP"	"varP"	"skewP"	"counterI"	"counterII"	"counterIII"	"age"	"gender"	"SocInfo"	"S"	"emulTreat"	"case"	"inaccuracy"	"d1"	"d2"	"d3"	"e2"	"normS"
"1715"	54	26	79	"ant"	5	39	48	40	41	58	46.333	102.333	0.381	5	16	5	NA	NA	"1.2273285149325"	1.2273285149325	NA	7	40	0.0256410256410256	0.0512820512820513	0.487179487179487	0.230769230769231	NA
"1736"	55	7	77	"bee"	5	60	74	65	67	83	71.667	97.333	0.367	5	2	1	NA	NA	"1.19996571526528"	1.19996571526528	NA	7	17	0.0833333333333333	0.116666666666667	0.383333333333333	0.233333333333333	NA
"1737"	55	8	98	"flamingo"	5	54	64	58	60	76	64.667	97.333	0.367	5	3	1	NA	NA	"0.937470704040499"	0.937470704040499	NA	7	44	0.0740740740740741	0.111111111111111	0.407407407407407	0.185185185185185	NA
"1744"	55	15	71	"cricket"	5	60	72	65	67	83	71.667	97.333	0.367	5	10	1	NA	NA	"1.02854204165595"	1.02854204165595	NA	7	11	0.0833333333333333	0.116666666666667	0.383333333333333	0.2	NA
"1748"	55	19	99	"crane"	5	73	86	80	82	98	86.667	97.333	0.367	5	14	1	NA	NA	"0.951196312285066"	0.951196312285066	NA	7	26	0.0958904109589041	0.123287671232877	0.342465753424658	0.178082191780822	NA
"1750"	55	21	79	"ant"	5	46	57	47	51	66	54.667	100.333	0.317	5	16	1	NA	NA	"1.26918195454021"	1.26918195454021	NA	7	33	0.0217391304347826	0.108695652173913	0.434782608695652	0.239130434782609	NA
"1772"	57	2	77	"bee"	5	55	59	61	62	79	67.333	102.333	0.381	1	2	1	NA	NA	"0.324333090083516"	0.324333090083516	NA	3	22	0.109090909090909	0.127272727272727	0.436363636363636	0.0727272727272727	NA
"1773"	57	3	98	"flamingo"	5	87	91	97	99	115	103.667	97.333	0.367	1	3	1	NA	NA	"0.239995200095998"	0.239995200095998	NA	3	11	0.114942528735632	0.137931034482759	0.32183908045977	0.0459770114942529	NA
"1780"	57	10	71	"cricket"	5	77	72	50	65	69	61.333	100.333	-0.317	1	10	1	NA	NA	"0.319142145911789"	0.319142145911789	NA	3	6	0.103896103896104	0.155844155844156	0.350649350649351	0.0649350649350649	NA
"1784"	57	14	99	"crane"	5	114	110	80	96	98	91.333	97.333	-0.367	1	14	1	NA	NA	"0.176467993117748"	0.176467993117748	NA	3	15	0.140350877192982	0.157894736842105	0.298245614035088	0.0350877192982456	NA
"1786"	57	16	79	"ant"	5	72	73	79	81	97	85.667	97.333	0.367	1	16	1	NA	NA	"0.073168947098851"	0.0731689470988512	NA	3	7	0.0972222222222222	0.125	0.347222222222222	0.0138888888888889	NA
"1846"	59	7	77	"bee"	5	80	75	53	69	71	64.333	97.333	-0.367	1	2	5	NA	NA	"0.319142145911789"	0.319142145911789	NA	3	3	0.1125	0.1375	0.3375	0.0625	NA
"1847"	59	8	98	"flamingo"	5	90	100	101	103	120	108	109	0.369	1	3	5	NA	NA	"0.555555555555556"	0.555555555555556	NA	3	8	0.122222222222222	0.144444444444444	0.333333333333333	0.111111111111111	NA
"1854"	59	15	71	"cricket"	5	65	68	72	73	90	78.333	102.333	0.381	1	10	5	NA	NA	"0.225005625140629"	0.225005625140629	NA	3	6	0.107692307692308	0.123076923076923	0.384615384615385	0.0461538461538462	NA
"1858"	59	19	99	"crane"	5	80	90	90	91	108	96.333	102.333	0.381	1	14	5	NA	NA	"0.612257393008021"	0.612257393008021	NA	4	19	0.125	0.1375	0.35	0.125	NA
"1860"	59	21	79	"ant"	5	65	75	72	73	90	78.333	102.333	0.381	1	16	5	NA	NA	"0.750018750468762"	0.750018750468762	NA	7	14	0.107692307692308	0.123076923076923	0.384615384615385	0.153846153846154	NA
"1891"	60	12	77	"bee"	5	65	70	71	72	89	77.333	102.333	0.381	5	2	5	NA	NA	"0.405416362604395"	0.405416362604395	NA	3	12	0.0923076923076923	0.107692307692308	0.369230769230769	0.0769230769230769	NA
"1892"	60	13	98	"flamingo"	5	69	77	76	78	94	82.667	97.333	0.367	5	3	5	NA	NA	"0.58535157679081"	0.58535157679081	NA	5	29	0.101449275362319	0.130434782608696	0.36231884057971	0.115942028985507	NA
"1899"	60	20	71	"cricket"	5	59	63	63	67	82	70.667	100.333	0.317	5	10	5	NA	NA	"0.342847347218651"	0.342847347218651	NA	4	12	0.0677966101694915	0.135593220338983	0.389830508474576	0.0677966101694915	NA
"1903"	60	24	99	"crane"	5	80	83	90	91	108	96.333	102.333	0.381	5	14	5	NA	NA	"0.183677217902406"	0.183677217902406	NA	3	19	0.125	0.1375	0.35	0.0375	NA
"1905"	60	26	79	"ant"	5	84	82	56	71	75	67.333	100.333	-0.317	5	16	5	NA	NA	"0.119997600047999"	0.119997600047999	NA	3	5	0.107142857142857	0.154761904761905	0.333333333333333	0.0238095238095238	NA
"1926"	61	7	77	"bee"	5	82	82	54	71	72	65.667	102.333	-0.381	5	2	1	NA	NA	"0"	0	NA	2	5	0.121951219512195	0.134146341463415	0.341463414634146	0	NA
"1927"	61	8	98	"flamingo"	5	92	96	103	106	122	110.333	104.333	0.348	5	3	1	NA	NA	"0.218185785196094"	0.218185785196094	NA	3	6	0.119565217391304	0.152173913043478	0.326086956521739	0.0434782608695652	NA
"1934"	61	15	71	"cricket"	5	68	68	73	75	91	79.667	97.333	0.367	5	10	1	NA	NA	"0"	0	NA	2	3	0.0735294117647059	0.102941176470588	0.338235294117647	0	NA
"1938"	61	19	99	"crane"	5	112	112	78	95	96	89.667	102.333	-0.381	5	14	1	NA	NA	"0"	0	NA	2	13	0.142857142857143	0.151785714285714	0.303571428571429	0	NA
"1940"	61	21	79	"ant"	5	81	81	54	70	72	65.333	97.333	-0.367	5	16	1	NA	NA	"0"	0	NA	2	2	0.111111111111111	0.135802469135802	0.333333333333333	0	NA
"1961"	63	2	77	"bee"	5	68	74	75	79	94	82.667	100.333	0.317	1	2	1	NA	NA	"0.40908161178155"	0.40908161178155	NA	3	9	0.102941176470588	0.161764705882353	0.382352941176471	0.0882352941176471	NA
"1962"	63	3	98	"flamingo"	5	88	90	97	99	115	103.667	97.333	0.367	1	3	1	NA	NA	"0.127656858364716"	0.127656858364716	NA	3	10	0.102272727272727	0.125	0.306818181818182	0.0227272727272727	NA
"1969"	63	10	71	"cricket"	5	52	55	56	58	74	62.667	97.333	0.367	1	10	1	NA	NA	"0.28124121121215"	0.28124121121215	NA	3	19	0.0769230769230769	0.115384615384615	0.423076923076923	0.0576923076923077	NA
"1973"	63	14	99	"crane"	5	78	79	87	89	105	93.667	97.333	0.367	1	14	1	NA	NA	"0.063828429182358"	0.0638284291823578	NA	3	21	0.115384615384615	0.141025641025641	0.346153846153846	0.0128205128205128	NA
"1975"	63	16	79	"ant"	5	58	59	63	65	81	69.667	97.333	0.367	1	16	1	NA	NA	"0.085711836804663"	0.0857118368046627	NA	3	21	0.0862068965517241	0.120689655172414	0.396551724137931	0.0172413793103448	NA
"2025"	65	7	77	"bee"	5	76	78	85	89	105	93	112	0.324	1	2	5	NA	NA	"0.117647058823529"	0.117647058823529	NA	3	1	0.118421052631579	0.171052631578947	0.381578947368421	0.0263157894736842	NA
"2026"	65	8	98	"flamingo"	5	59	60	65	66	83	71.333	102.333	0.381	1	3	5	NA	NA	"0.081083272520879"	0.0810832725208789	NA	3	39	0.101694915254237	0.11864406779661	0.406779661016949	0.0169491525423729	NA
"2033"	65	15	71	"cricket"	5	59	65	63	67	82	70.667	100.333	0.317	1	10	5	NA	NA	"0.514271020827976"	0.514271020827976	NA	5	12	0.0677966101694915	0.135593220338983	0.389830508474576	0.101694915254237	NA
"2037"	65	19	99	"crane"	5	73	76	80	82	98	86.667	97.333	0.367	1	14	5	NA	NA	"0.219506841296554"	0.219506841296554	NA	3	26	0.0958904109589041	0.123287671232877	0.342465753424658	0.0410958904109589	NA
"2039"	65	21	79	"ant"	5	54	56	59	60	77	65.333	102.333	0.381	1	16	5	NA	NA	"0.176475778699374"	0.176475778699374	NA	3	25	0.0925925925925926	0.111111111111111	0.425925925925926	0.037037037037037	NA
"2070"	66	12	77	"bee"	5	50	52	54	55	72	60.333	102.333	0.381	5	2	5	NA	NA	"0.193554630794542"	0.193554630794542	NA	3	27	0.08	0.1	0.44	0.04	NA
"2071"	66	13	98	"flamingo"	5	49	51	52	54	70	58.667	97.333	0.367	5	3	5	NA	NA	"0.206889417606289"	0.206889417606289	NA	3	49	0.0612244897959184	0.102040816326531	0.428571428571429	0.0408163265306122	NA
"2078"	66	20	71	"cricket"	5	41	43	43	44	61	49.333	102.333	0.381	5	10	5	NA	NA	"0.240009600384015"	0.240009600384015	NA	4	30	0.0487804878048781	0.0731707317073171	0.48780487804878	0.0487804878048781	NA
"2082"	66	24	99	"crane"	5	52	57	56	58	74	62.667	97.333	0.367	5	14	5	NA	NA	"0.468735352020249"	0.468735352020249	NA	5	47	0.0769230769230769	0.115384615384615	0.423076923076923	0.0961538461538462	NA
"2084"	66	26	79	"ant"	5	44	46	46	47	64	52.333	102.333	0.381	5	16	5	NA	NA	"0.240009600384015"	0.240009600384015	NA	4	35	0.0454545454545455	0.0681818181818182	0.454545454545455	0.0454545454545455	NA
"2105"	67	7	77	"bee"	5	83	78	54	71	72	65.667	102.333	-0.381	5	2	1	NA	NA	"0.288467085905498"	0.288467085905498	NA	3	6	0.132530120481928	0.144578313253012	0.349397590361446	0.0602409638554217	NA
"2106"	67	8	98	"flamingo"	5	98	103	112	114	130	118.667	97.333	0.367	5	3	1	NA	NA	"0.241931581748681"	0.241931581748681	NA	3	0	0.142857142857143	0.163265306122449	0.326530612244898	0.0510204081632653	NA
"2113"	67	15	71	"cricket"	5	58	64	63	65	82	70	109	0.369	5	10	1	NA	NA	"0.5"	0.5	NA	5	13	0.0862068965517241	0.120689655172414	0.413793103448276	0.103448275862069	NA
"2117"	67	19	99	"crane"	5	74	80	82	85	100	89	93	0.343	5	14	1	NA	NA	"0.4"	0.4	NA	3	25	0.108108108108108	0.148648648648649	0.351351351351351	0.0810810810810811	NA
"2119"	67	21	79	"ant"	5	49	53	51	54	70	58.333	104.333	0.348	5	16	1	NA	NA	"0.428586735240544"	0.428586735240544	NA	5	30	0.0408163265306122	0.102040816326531	0.428571428571429	0.0816326530612245	NA
"2150"	68	12	77	"bee"	5	29	29	30	31	48	36.333	102.333	0.381	5	2	5	NA	NA	"0"	0	NA	2	48	0.0344827586206897	0.0689655172413793	0.655172413793103	0	NA
"2151"	68	13	98	"flamingo"	5	54	57	58	60	76	64.667	97.333	0.367	5	3	5	NA	NA	"0.28124121121215"	0.28124121121215	NA	3	44	0.0740740740740741	0.111111111111111	0.407407407407407	0.0555555555555556	NA
"2158"	68	20	71	"cricket"	5	38	38	39	41	58	46	109	0.369	5	10	5	NA	NA	"0"	0	NA	2	33	0.0263157894736842	0.0789473684210526	0.526315789473684	0	NA
"2162"	68	24	99	"crane"	5	56	58	61	62	79	67.333	102.333	0.381	5	14	5	NA	NA	"0.176475778699374"	0.176475778699374	NA	3	43	0.0892857142857143	0.107142857142857	0.410714285714286	0.0357142857142857	NA
"2164"	68	26	79	"ant"	5	38	38	39	41	57	45.667	97.333	0.367	5	16	5	NA	NA	"0"	0	NA	2	41	0.0263157894736842	0.0789473684210526	0.5	0	NA
"2180"	69	2	77	"bee"	5	52	59	57	59	75	63.667	97.333	0.367	1	2	1	NA	NA	"0.599982857632639"	0.599982857632639	NA	6	25	0.0961538461538462	0.134615384615385	0.442307692307692	0.134615384615385	NA
"2181"	69	3	98	"flamingo"	5	55	60	60	61	78	66.333	102.333	0.381	1	3	1	NA	NA	"0.441189446748434"	0.441189446748434	NA	4	43	0.0909090909090909	0.109090909090909	0.418181818181818	0.0909090909090909	NA
"2188"	69	10	71	"cricket"	5	41	44	43	44	61	49.333	102.333	0.381	1	10	1	NA	NA	"0.360014400576023"	0.360014400576023	NA	6	30	0.0487804878048781	0.0731707317073171	0.48780487804878	0.0731707317073171	NA
"2192"	69	14	99	"crane"	5	75	82	82	86	101	89.667	100.333	0.317	1	14	1	NA	NA	"0.477261880411809"	0.477261880411809	NA	4	24	0.0933333333333333	0.146666666666667	0.346666666666667	0.0933333333333333	NA
"2194"	69	16	79	"ant"	5	43	48	45	47	63	51.667	97.333	0.367	1	16	1	NA	NA	"0.576900888427368"	0.576900888427368	NA	7	36	0.0465116279069767	0.0930232558139535	0.465116279069767	0.116279069767442	NA
"2220"	70	2	77	"bee"	5	55	55	61	62	79	67.333	102.333	0.381	1	2	1	NA	NA	"0"	0	NA	2	22	0.109090909090909	0.127272727272727	0.436363636363636	0	NA
"2221"	70	3	98	"flamingo"	5	67	67	74	75	92	80.333	102.333	0.381	1	3	1	NA	NA	"0"	0	NA	2	31	0.104477611940299	0.119402985074627	0.373134328358209	0	NA
"2228"	70	10	71	"cricket"	5	45	45	47	49	65	53.667	97.333	0.367	1	10	1	NA	NA	"0"	0	NA	2	26	0.0444444444444444	0.0888888888888889	0.444444444444444	0	NA
"2232"	70	14	99	"crane"	5	70	72	78	79	96	84.333	102.333	0.381	1	14	1	NA	NA	"0.139538128793693"	0.139538128793693	NA	3	29	0.114285714285714	0.128571428571429	0.371428571428571	0.0285714285714286	NA
"2234"	70	16	79	"ant"	5	56	56	61	62	79	67.333	102.333	0.381	1	16	1	NA	NA	"0"	0	NA	2	23	0.0892857142857143	0.107142857142857	0.410714285714286	0	NA
"2265"	71	7	77	"bee"	5	85	82	57	72	75	68	93	-0.343	1	2	5	NA	NA	"0.176470588235294"	0.176470588235294	NA	3	8	0.117647058823529	0.152941176470588	0.329411764705882	0.0352941176470588	NA
"2266"	71	8	98	"flamingo"	5	127	126	90	106	108	101.333	97.333	-0.367	1	3	5	NA	NA	"0.038960532980091"	0.0389605329800912	NA	3	29	0.149606299212598	0.165354330708661	0.291338582677165	0.0078740157480315	NA
"2273"	71	15	71	"cricket"	5	63	65	69	71	87	75.667	97.333	0.367	1	10	5	NA	NA	"0.157890581826794"	0.157890581826794	NA	3	8	0.0952380952380952	0.126984126984127	0.380952380952381	0.0317460317460317	NA
"2277"	71	19	99	"crane"	5	124	122	88	105	106	99.667	102.333	-0.381	1	14	5	NA	NA	"0.082192906752147"	0.0821929067521473	NA	3	25	0.145161290322581	0.153225806451613	0.290322580645161	0.0161290322580645	NA
"2279"	71	21	79	"ant"	5	88	85	59	75	77	70.333	97.333	-0.367	1	16	5	NA	NA	"0.169808116827984"	0.169808116827984	NA	3	9	0.125	0.147727272727273	0.329545454545455	0.0340909090909091	NA
"2320"	73	7	77	"bee"	5	80	74	53	69	71	64.333	97.333	-0.367	5	2	1	NA	NA	"0.382970575094147"	0.382970575094147	NA	3	3	0.1125	0.1375	0.3375	0.075	NA
"2321"	73	8	98	"flamingo"	5	94	101	108	109	126	114.333	102.333	0.381	5	3	1	NA	NA	"0.344267938818669"	0.344267938818669	NA	3	4	0.148936170212766	0.159574468085106	0.340425531914894	0.074468085106383	NA
"2328"	73	15	71	"cricket"	5	65	69	72	73	90	78.333	102.333	0.381	5	10	1	NA	NA	"0.300007500187505"	0.300007500187505	NA	3	6	0.107692307692308	0.123076923076923	0.384615384615385	0.0615384615384615	NA
"2332"	73	19	99	"crane"	5	100	92	69	85	87	80.333	97.333	-0.367	5	14	1	NA	NA	"0.406772766563279"	0.406772766563279	NA	3	1	0.13	0.15	0.31	0.08	NA
"2334"	73	21	79	"ant"	5	63	66	68	72	87	75.667	100.333	0.317	5	16	1	NA	NA	"0.236835872740191"	0.236835872740191	NA	3	16	0.0793650793650794	0.142857142857143	0.380952380952381	0.0476190476190476	NA
"2365"	74	12	77	"bee"	5	55	57	61	62	79	67.333	102.333	0.381	5	2	5	NA	NA	"0.162166545041758"	0.162166545041758	NA	3	22	0.109090909090909	0.127272727272727	0.436363636363636	0.0363636363636364	NA
"2366"	74	13	98	"flamingo"	5	66	69	73	74	91	79.333	102.333	0.381	5	3	5	NA	NA	"0.225005625140629"	0.225005625140629	NA	3	32	0.106060606060606	0.121212121212121	0.378787878787879	0.0454545454545455	NA
"2373"	74	20	71	"cricket"	5	63	67	69	71	87	75.667	97.333	0.367	5	10	5	NA	NA	"0.315781163653588"	0.315781163653588	NA	3	8	0.0952380952380952	0.126984126984127	0.380952380952381	0.0634920634920635	NA
"2377"	74	24	99	"crane"	5	101	89	69	86	87	80.667	102.333	-0.381	5	14	5	NA	NA	"0.590173609403433"	0.590173609403433	NA	3	2	0.138613861386139	0.148514851485149	0.316831683168317	0.118811881188119	NA
"2379"	74	26	79	"ant"	5	64	68	71	72	89	77.333	102.333	0.381	5	16	5	NA	NA	"0.300007500187505"	0.300007500187505	NA	3	15	0.109375	0.125	0.390625	0.0625	NA
"2395"	75	2	77	"bee"	5	75	83	85	89	105	93	112	0.324	1	2	1	NA	NA	"0.444444444444444"	0.444444444444444	NA	3	2	0.133333333333333	0.186666666666667	0.4	0.106666666666667	NA
"2396"	75	3	98	"flamingo"	5	112	106	78	95	96	89.667	102.333	-0.381	1	3	1	NA	NA	"0.268660726279497"	0.268660726279497	NA	3	14	0.142857142857143	0.151785714285714	0.303571428571429	0.0535714285714286	NA
"2403"	75	10	71	"cricket"	5	62	62	67	70	86	74.333	104.333	0.348	1	10	1	NA	NA	"0"	0	NA	2	9	0.0806451612903226	0.129032258064516	0.387096774193548	0	NA
"2407"	75	14	99	"crane"	5	133	129	95	110	114	106.333	100.333	-0.317	1	14	1	NA	NA	"0.149998125023437"	0.149998125023437	NA	3	34	0.142857142857143	0.172932330827068	0.285714285714286	0.0300751879699248	NA
"2409"	75	16	79	"ant"	5	94	89	64	80	82	75.333	97.333	-0.367	1	16	1	NA	NA	"0.26785235977929"	0.26785235977929	NA	3	15	0.127659574468085	0.148936170212766	0.319148936170213	0.0531914893617021	NA
"2435"	76	2	77	"bee"	5	62	68	67	69	85	73.667	97.333	0.367	1	2	1	NA	NA	"0.514271020827976"	0.514271020827976	NA	5	15	0.0806451612903226	0.112903225806452	0.370967741935484	0.0967741935483871	NA
"2436"	76	3	98	"flamingo"	5	85	96	96	97	114	102.333	102.333	0.381	1	3	1	NA	NA	"0.634627588992096"	0.634627588992096	NA	4	13	0.129411764705882	0.141176470588235	0.341176470588235	0.129411764705882	NA
"2443"	76	10	71	"cricket"	5	75	68	49	65	67	60.333	97.333	-0.367	1	10	1	NA	NA	"0.477261880411809"	0.477261880411809	NA	3	4	0.106666666666667	0.133333333333333	0.346666666666667	0.0933333333333333	NA
"2447"	76	14	99	"crane"	5	94	111	107	108	125	113.333	102.333	0.381	1	14	1	NA	NA	"0.879325505612166"	0.879325505612166	NA	7	5	0.138297872340426	0.148936170212766	0.329787234042553	0.180851063829787	NA
"2449"	76	16	79	"ant"	5	70	77	79	80	97	85.333	102.333	0.381	1	16	1	NA	NA	"0.45653166373182"	0.45653166373182	NA	3	9	0.128571428571429	0.142857142857143	0.385714285714286	0.1	NA
"2485"	78	12	77	"bee"	5	69	75	75	79	94	82.667	100.333	0.317	5	2	5	NA	NA	"0.439013682593107"	0.439013682593107	NA	4	8	0.0869565217391304	0.144927536231884	0.36231884057971	0.0869565217391304	NA
"2486"	78	13	98	"flamingo"	5	73	80	81	83	99	87.667	97.333	0.367	5	3	5	NA	NA	"0.477261880411809"	0.477261880411809	NA	3	25	0.10958904109589	0.136986301369863	0.356164383561644	0.0958904109589041	NA
"2493"	78	20	71	"cricket"	5	53	55	56	60	75	63.667	100.333	0.317	5	10	5	NA	NA	"0.1874941408081"	0.1874941408081	NA	3	18	0.0566037735849057	0.132075471698113	0.415094339622642	0.0377358490566038	NA
"2497"	78	24	99	"crane"	5	94	108	107	108	125	113.333	102.333	0.381	5	14	5	NA	NA	"0.724150416386489"	0.724150416386489	NA	6	5	0.138297872340426	0.148936170212766	0.329787234042553	0.148936170212766	NA
"2499"	78	26	79	"ant"	5	71	74	79	80	97	85.333	102.333	0.381	5	16	5	NA	NA	"0.209307193190539"	0.209307193190539	NA	3	8	0.112676056338028	0.126760563380282	0.366197183098592	0.0422535211267606	NA
"2520"	79	7	77	"bee"	5	62	69	67	69	85	73.667	97.333	0.367	5	2	1	NA	NA	"0.599982857632639"	0.599982857632639	NA	6	15	0.0806451612903226	0.112903225806452	0.370967741935484	0.112903225806452	NA
"2521"	79	8	98	"flamingo"	5	83	95	94	95	112	100.333	102.333	0.381	5	3	1	NA	NA	"0.692321006173196"	0.692321006173196	NA	6	15	0.132530120481928	0.144578313253012	0.349397590361446	0.144578313253012	NA
"2528"	79	15	71	"cricket"	5	68	77	73	75	91	79.667	97.333	0.367	5	10	1	NA	NA	"0.771406531241964"	0.771406531241964	NA	7	3	0.0735294117647059	0.102941176470588	0.338235294117647	0.132352941176471	NA
"2532"	79	19	99	"crane"	5	81	98	91	92	109	97.333	102.333	0.381	5	14	1	NA	NA	"1.04083756811364"	1.04083756811364	NA	7	18	0.123456790123457	0.135802469135802	0.345679012345679	0.209876543209877	NA
"2534"	79	21	79	"ant"	5	47	54	50	51	68	56.333	102.333	0.381	5	16	1	NA	NA	"0.750026786670953"	0.750026786670953	NA	7	32	0.0638297872340425	0.0851063829787234	0.446808510638298	0.148936170212766	NA
"2576"	81	2	77	"bee"	5	60	61	65	67	83	71.667	97.333	0.367	1	2	1	NA	NA	"0.085711836804663"	0.0857118368046627	NA	3	17	0.0833333333333333	0.116666666666667	0.383333333333333	0.0166666666666667	NA
"2577"	81	3	98	"flamingo"	5	77	81	83	90	103	92	103	0.189	1	3	1	NA	NA	"0.266666666666667"	0.266666666666667	NA	3	21	0.0779220779220779	0.168831168831169	0.337662337662338	0.051948051948052	NA
"2584"	81	10	71	"cricket"	5	58	61	63	65	82	70	109	0.369	1	10	1	NA	NA	"0.25"	0.25	NA	3	13	0.0862068965517241	0.120689655172414	0.413793103448276	0.0517241379310345	NA
"2588"	81	14	99	"crane"	5	80	83	90	91	108	96.333	102.333	0.381	1	14	1	NA	NA	"0.183677217902406"	0.183677217902406	NA	3	19	0.125	0.1375	0.35	0.0375	NA
"2590"	81	16	79	"ant"	5	49	54	51	54	70	58.333	104.333	0.348	1	16	1	NA	NA	"0.535733419050681"	0.535733419050681	NA	6	30	0.0408163265306122	0.102040816326531	0.428571428571429	0.102040816326531	NA
"2616"	82	2	77	"bee"	5	33	34	34	35	51	40	91	0.38	1	2	1	NA	NA	"0.142857142857143"	0.142857142857143	NA	4	44	0.0303030303030303	0.0606060606060606	0.545454545454545	0.0303030303030303	NA
"2617"	82	3	98	"flamingo"	5	84	90	94	96	112	100.667	97.333	0.367	1	3	1	NA	NA	"0.359992800143997"	0.359992800143997	NA	3	14	0.119047619047619	0.142857142857143	0.333333333333333	0.0714285714285714	NA
"2624"	82	10	71	"cricket"	5	56	62	61	62	79	67.333	102.333	0.381	1	10	1	NA	NA	"0.529427336098121"	0.529427336098121	NA	6	15	0.0892857142857143	0.107142857142857	0.410714285714286	0.107142857142857	NA
"2628"	82	14	99	"crane"	5	74	75	82	85	100	89	93	0.343	1	14	1	NA	NA	"0.066666666666667"	0.0666666666666667	NA	3	25	0.108108108108108	0.148648648648649	0.351351351351351	0.0135135135135135	NA
"2630"	82	16	79	"ant"	5	43	43	45	47	63	51.667	97.333	0.367	1	16	1	NA	NA	"0"	0	NA	2	36	0.0465116279069767	0.0930232558139535	0.465116279069767	0	NA
"2661"	83	7	77	"bee"	5	40	41	41	42	59	47.333	102.333	0.381	1	2	5	NA	NA	"0.1363698349925"	0.1363698349925	NA	4	37	0.025	0.05	0.475	0.025	NA
"2662"	83	8	98	"flamingo"	5	53	55	56	60	75	63.667	100.333	0.317	1	3	5	NA	NA	"0.1874941408081"	0.1874941408081	NA	3	45	0.0566037735849057	0.132075471698113	0.415094339622642	0.0377358490566038	NA
"2669"	83	15	71	"cricket"	5	31	33	33	36	51	40	93	0.343	1	10	5	NA	NA	"0.222222222222222"	0.222222222222222	NA	4	40	0.0645161290322581	0.161290322580645	0.645161290322581	0.0645161290322581	NA
"2673"	83	19	99	"crane"	5	65	70	72	73	90	78.333	102.333	0.381	1	14	5	NA	NA	"0.375009375234381"	0.375009375234381	NA	3	34	0.107692307692308	0.123076923076923	0.384615384615385	0.0769230769230769	NA
"2675"	83	21	79	"ant"	5	45	46	46	50	65	53.667	100.333	0.317	1	16	5	NA	NA	"0.115380177685474"	0.115380177685474	NA	4	34	0.0222222222222222	0.111111111111111	0.444444444444444	0.0222222222222222	NA
"2706"	84	12	77	"bee"	5	82	80	54	71	72	65.667	102.333	-0.381	5	2	5	NA	NA	"0.122451478601604"	0.122451478601604	NA	3	5	0.121951219512195	0.134146341463415	0.341463414634146	0.024390243902439	NA
"2707"	84	13	98	"flamingo"	5	97	105	108	110	126	114.667	97.333	0.367	5	3	5	NA	NA	"0.452821644874625"	0.452821644874625	NA	3	1	0.11340206185567	0.134020618556701	0.298969072164948	0.0824742268041237	NA
"2714"	84	20	71	"cricket"	5	71	77	80	82	98	86.667	97.333	0.367	5	10	5	NA	NA	"0.382970575094147"	0.382970575094147	NA	3	0	0.126760563380282	0.154929577464789	0.380281690140845	0.0845070422535211	NA
"2718"	84	24	99	"crane"	5	119	110	85	101	102	96	91	-0.38	5	14	5	NA	NA	"0.391304347826087"	0.391304347826087	NA	3	20	0.142857142857143	0.151260504201681	0.285714285714286	0.0756302521008403	NA
"2720"	84	26	79	"ant"	5	79	77	90	91	108	96.333	102.333	0.381	5	16	5	NA	NA	"-0.115386834362199"	-0.115386834362199	NA	1	0	0.139240506329114	0.151898734177215	0.367088607594937	0.0253164556962025	NA
"2741"	85	7	77	"bee"	5	83	75	54	71	72	65.667	102.333	-0.381	5	2	1	NA	NA	"0.461547337448797"	0.461547337448797	NA	3	6	0.132530120481928	0.144578313253012	0.349397590361446	0.0963855421686747	NA
